County,heart,medcare_full_cov_amt,Population,CrimeRatePer100K,state,Max AQI
2013_ca_santa clara,293.42,211249.0,87610,3760.986,ca,152
2014_ca_santa clara,278.0,217087.0,121114,2745.3472,ca,154
2010_ca_santa cruz,240.3230769230769,31979.0,129739,961.16046,ca,95
2011_ca_santa cruz,220.91538461538462,33467.0,11716,10293.615,ca,80
2012_ca_santa cruz,239.56923076923078,35103.0,60902,1980.2306,ca,101
2013_ca_santa cruz,243.33076923076925,36809.0,10038,11476.39,ca,149
2014_ca_santa cruz,229.47692307692307,38487.0,63440,1836.381,ca,136
2010_ca_shasta,220.72727272727272,38497.0,89861,730.01636,ca,119
2011_ca_shasta,206.02727272727273,39477.0,90917,705.03864,ca,152
2012_ca_shasta,222.41,40711.0,90974,736.4742,ca,172
2013_ca_shasta,203.8090909090909,41719.0,10098,6159.6357,ca,105
2014_ca_shasta,191.9727272727273,42520.0,91426,704.3948,ca,126
2010_ca_siskiyou,135.0111111111111,10628.0,2967,26423.996,ca,90
2011_ca_siskiyou,156.95,10758.0,3002,21618.92,ca,71
2012_ca_siskiyou,157.16,11050.0,21706,3289.413,ca,163
2013_ca_siskiyou,157.88,11322.0,7639,8940.961,ca,121
2014_ca_siskiyou,154.69,11532.0,7558,9354.327,ca,159
2010_ca_solano,273.06666666666666,49072.0,105321,1674.8798,ca,136
2011_ca_solano,272.50666666666666,51440.0,19055,9609.026,ca,147
2012_ca_solano,266.26,54339.0,7485,23901.137,ca,140
2013_ca_solano,253.3,57289.0,94347,1978.8652,ca,132
2014_ca_solano,257.42,60220.0,119504,1581.537,ca,124
2010_ca_sonoma,196.46428571428572,72158.0,145186,1474.66,ca,93
2011_ca_sonoma,201.05714285714288,75399.0,27116,7803.5107,ca,95
2012_ca_sonoma,181.85,79317.0,7398,27967.018,ca,80
2013_ca_sonoma,183.1357142857143,82960.0,11483,17861.186,ca,85
2014_ca_sonoma,178.33571428571426,86522.0,152382,1361.0531,ca,81
2010_ca_stanislaus,322.2133333333333,63188.0,201165,1118.4847,ca,177
2011_ca_stanislaus,347.64285714285717,65211.0,20918,9608.949,ca,169
2012_ca_stanislaus,306.9,67649.0,10402,20640.262,ca,201
2013_ca_stanislaus,319.3666666666667,70137.0,23474,9005.708,ca,165
2014_ca_stanislaus,304.97999999999996,72506.0,205820,1014.4787,ca,164
2010_ca_sutter,348.54615384615386,13033.0,64925,830.18866,ca,170
2011_ca_sutter,319.44615384615383,13362.0,65688,773.3528,ca,152
2012_ca_sutter,305.40000000000003,13827.0,65653,750.9177,ca,150
2013_ca_sutter,306.81538461538463,14255.0,65133,776.87195,ca,126
2014_ca_sutter,299.59230769230766,14631.0,65525,789.01184,ca,156
2010_ca_tehama,203.54444444444442,12189.0,41724,1598.6003,ca,136
2011_ca_tehama,204.15555555555557,12530.0,7753,8074.294,ca,122
2012_ca_tehama,211.74444444444444,12894.0,14236,4249.789,ca,150
2013_ca_tehama,229.82222222222222,13206.0,41604,1509.4702,ca,136
2014_ca_tehama,215.27777777777777,13482.0,41586,1447.6025,ca,151
2010_ca_tulare,373.9142857142857,47434.0,21453,9798.163,ca,197
2011_ca_tulare,380.65714285714284,48573.0,54802,3833.8018,ca,195
2012_ca_tulare,343.9785714285714,50010.0,7466,28582.91,ca,195
2013_ca_tulare,342.1857142857143,51327.0,23440,9031.57,ca,201
2014_ca_tulare,312.4857142857143,52674.0,13300,15774.437,ca,169
2010_ca_tuolumne,147.33,12607.0,4903,9035.285,ca,147
2011_ca_tuolumne,151.39,12805.0,4961,8304.777,ca,126
2012_ca_tuolumne,146.19,13112.0,50552,858.5219,ca,136
2013_ca_tuolumne,148.82,13521.0,48927,862.50946,ca,119
2014_ca_tuolumne,135.7,13827.0,49068,843.72705,ca,133
2010_ca_ventura,313.1333333333333,101708.0,65201,4400.2393,ca,161
2011_ca_ventura,301.4066666666667,105543.0,29666,9377.739,ca,151
2012_ca_ventura,308.52666666666664,110109.0,96765,2770.63,ca,154
2013_ca_ventura,318.90666666666664,114432.0,202594,1337.6508,ca,159
2014_ca_ventura,285.31333333333333,119073.0,22247,11826.314,ca,150
2010_ca_yolo,241.5,21157.0,55468,2080.479,ca,109
2011_ca_yolo,234.41428571428574,21976.0,56120,1942.2665,ca,140
2012_ca_yolo,246.66428571428574,22923.0,56323,1935.2661,ca,133
2013_ca_yolo,240.18571428571428,23863.0,66126,1677.1013,ca,91
2014_ca_yolo,239.50714285714284,24834.0,26283,4337.4043,ca,101
2010_co_adams,130.70714285714286,40319.0,118772,1533.1896,co,93
2011_co_adams,117.46428571428571,42237.0,107962,1645.9495,co,159
2012_co_adams,122.21428571428571,44638.0,11886,15270.066,co,154
2013_co_adams,108.02142857142857,46785.0,11894,14688.077,co,140
2014_co_adams,119.14615384615385,48899.0,50754,3408.5981,co,124
2010_co_arapahoe,144.92000000000002,58788.0,100377,1712.5437,co,122
2011_co_arapahoe,127.28666666666666,61962.0,42464,3958.6472,co,159
2012_co_arapahoe,128.21333333333334,65235.0,336952,507.78748,co,172
2013_co_arapahoe,125.99333333333334,68516.0,31454,5566.8594,co,150
2014_co_arapahoe,147.07333333333332,71707.0,14824,11825.419,co,122
2010_co_boulder,77.41666666666667,31191.0,18135,6313.758,co,143
2011_co_boulder,74.34166666666667,32964.0,59337,1831.9093,co,140
2012_co_boulder,77.45,34950.0,25209,3970.804,co,172
2013_co_boulder,77.98333333333333,36935.0,89434,972.7844,co,151
2014_co_boulder,78.95,38712.0,104284,850.5619,co,126
2010_co_denver,153.20666666666665,66117.0,600158,58.984467,co,108
2011_co_denver,146.14,68016.0,610612,56.992,co,161
2012_co_denver,171.32666666666668,70421.0,628545,55.365963,co,166
2013_co_denver,184.09333333333333,72532.0,648981,58.861507,co,133
2014_co_denver,228.90666666666667,75033.0,665353,59.667572,co,152
2010_co_douglas,89.60000000000001,21223.0,45297,1245.1156,co,136
2011_co_douglas,79.28181818181818,23159.0,10396,5607.9263,co,185
2012_co_douglas,76.2090909090909,25437.0,187528,361.01276,co,182
2013_co_douglas,81.55454545454546,27899.0,191646,358.99524,co,151
2014_co_douglas,82.84545454545454,30468.0,49428,1294.8126,co,124
2010_co_el paso,173.2,68526.0,165656,524.58105,co,151
2011_co_el paso,162.38000000000002,71897.0,423680,223.28172,co,143
2012_co_el paso,160.8,75741.0,432287,245.4388,co,129
2013_co_el paso,182.56,79559.0,27163,3692.523,co,140
2014_co_el paso,178.73999999999998,83295.0,444949,245.42139,co,90
2010_co_fremont,254.56,9224.0,16400,1969.5122,co,29
2011_co_fremont,261.13,9466.0,16686,2145.5112,co,59
2012_co_fremont,237.02999999999997,9745.0,3960,9621.212,co,54
2013_co_fremont,241.84,10022.0,3888,6970.165,co,78
2014_co_fremont,219.78000000000003,10323.0,16291,1454.791,co,51
2010_co_garfield,113.85555555555555,4899.0,4518,6706.5073,co,150
2012_co_garfield,105.22222222222223,5490.0,9727,4328.1587,co,150
2013_co_garfield,97.57777777777778,5852.0,9715,5239.3203,co,101
2014_co_garfield,95.71111111111111,6218.0,9909,5288.122,co,108
2010_co_jefferson,108.12857142857142,69950.0,142980,1066.5828,co,143
2011_co_jefferson,95.59285714285714,72999.0,108287,1438.7693,co,197
2012_co_jefferson,99.11428571428571,76594.0,19298,6803.8135,co,190
2013_co_jefferson,117.10769230769232,80015.0,110792,1176.9803,co,169
2014_co_jefferson,120.67857142857143,83230.0,19556,6708.9385,co,140
2010_co_la plata,117.06000000000002,6278.0,16887,1717.2974,co,183
2011_co_la plata,120.55,6645.0,31964,810.28656,co,150
2012_co_la plata,119.19000000000001,7061.0,17305,1022.82574,co,108
2013_co_la plata,115.47,7431.0,17303,1519.9677,co,293
2014_co_la plata,108.72999999999999,7879.0,17710,1496.3297,co,101
2010_co_larimer,115.85833333333333,38356.0,66859,1410.4309,co,140
2011_co_larimer,112.89166666666667,40234.0,68024,1434.7877,co,151
2012_co_larimer,111.63333333333333,42316.0,5278,18757.105,co,172
2013_co_larimer,111.23333333333333,44748.0,71325,1260.4276,co,164
2014_co_larimer,111.72499999999998,47107.0,81522,1036.53,co,140
2010_co_mesa,163.32,23601.0,71607,937.05927,co,120
2011_co_mesa,158.92000000000002,24321.0,59586,1191.555,co,119
2012_co_mesa,159.19,25014.0,12852,5532.213,co,122
2013_co_mesa,164.79000000000002,25748.0,12723,5352.511,co,117
2014_co_mesa,171.33999999999997,26581.0,72122,1013.5603,co,101
2011_co_moffat,105.6625,1616.0,9629,2336.6914,co,84
2012_co_moffat,101.8375,1690.0,9357,2586.299,co,105
2013_co_moffat,105.1125,1733.0,8909,2334.7178,co,90
2010_co_prowers,229.7,2072.0,4747,3054.5608,co,91
2011_co_prowers,200.5875,2084.0,7940,3287.1538,co,119
2010_co_pueblo,156.39090909090908,28229.0,106595,415.5917,co,66
2011_co_pueblo,154.8272727272727,28898.0,108452,419.54044,co,82
2012_co_pueblo,140.4,29799.0,109065,288.8186,co,80
2013_co_pueblo,131.55454545454543,30657.0,108062,392.36737,co,91
2014_co_pueblo,131.57272727272726,31645.0,54263,783.2225,co,110
2012_co_routt,99.38571428571429,2359.0,8744,2824.7942,co,85
2010_co_teller,188.475,3395.0,7200,3861.111,co,105
2010_co_weld,165.8272727272727,26416.0,92889,1759.0887,co,126
2011_co_weld,156.14545454545453,27887.0,18860,7661.7183,co,136
2012_co_weld,162.20000000000002,29604.0,19236,7636.723,co,161
2013_co_weld,135.13636363636363,31099.0,19893,6987.3823,co,133
2014_co_weld,135.27272727272728,32678.0,20861,7257.562,co,126
2010_ct_fairfield,150.93571428571428,122506.0,39559,8036.0977,ct,179
2011_ct_fairfield,131.74285714285713,124940.0,85761,3615.8625,ct,190
2012_ct_fairfield,132.15714285714287,127633.0,52041,5634.019,ct,179
2013_ct_fairfield,140.2357142857143,129627.0,40475,6846.2017,ct,185
2014_ct_fairfield,136.44285714285715,131674.0,19916,14375.377,ct,164
2010_ct_hartford,118.75333333333333,138985.0,43069,10562.121,ct,159
2011_ct_hartford,118.51333333333334,141417.0,73341,5898.474,ct,166
2012_ct_hartford,108.48666666666666,143809.0,26762,15652.791,ct,164
2013_ct_hartford,107.03999999999999,146037.0,51275,7873.2324,ct,151
2014_ct_hartford,114.16000000000001,148210.0,72864,5799.846,ct,143
2010_ct_litchfield,90.28181818181818,32035.0,28142,2928.008,ct,154
2011_ct_litchfield,80.65454545454546,32836.0,11263,7102.903,ct,150
2012_ct_litchfield,77.10000000000001,33766.0,7859,10179.412,ct,129
2013_ct_litchfield,86.00909090909092,34571.0,22183,3710.0483,ct,150
2014_ct_litchfield,94.5,35280.0,7732,10631.144,ct,129
2010_ct_middlesex,83.24,26524.0,14005,5840.7715,ct,151
2011_ct_middlesex,96.08,27228.0,14031,5644.644,ct,161
2012_ct_middlesex,89.36,28173.0,9556,8329.846,ct,182
2013_ct_middlesex,91.88,28898.0,13179,5888.1553,ct,179
2014_ct_middlesex,82.14,29557.0,12902,5526.275,ct,151
2010_ct_new haven,140.09333333333333,129628.0,8990,41802.0,ct,140
2011_ct_new haven,138.7,131772.0,24138,15191.814,ct,195
2012_ct_new haven,125.25333333333333,134352.0,55626,6191.3496,ct,187
2013_ct_new haven,128.89333333333332,136855.0,19128,17722.709,ct,159
2014_ct_new haven,131.49333333333334,139101.0,109495,3146.2625,ct,126
2010_ct_new london,119.84615384615384,41994.0,27620,4322.954,ct,126
2011_ct_new london,120.95384615384616,43130.0,19553,5830.307,ct,156
2012_ct_new london,123.1,44377.0,27643,3885.2512,ct,197
2013_ct_new london,128.40769230769232,45344.0,27738,4102.675,ct,164
2014_ct_new london,115.78461538461539,46436.0,30339,3694.9143,ct,104
2010_ct_tolland,116.66,19417.0,29179,1028.1366,ct,190
2011_ct_tolland,120.72,19945.0,29233,1036.4998,ct,154
2012_ct_tolland,110.75,20641.0,12451,2248.8154,ct,177
2013_ct_tolland,105.72999999999999,21379.0,29104,958.6311,ct,147
2014_ct_tolland,94.0,22009.0,29158,1004.87006,ct,140
2010_ct_windham,123.65,17449.0,17737,2226.9832,ct,122
2011_ct_windham,136.14000000000001,17866.0,17770,2239.7297,ct,140
2012_ct_windham,139.57999999999998,18417.0,9588,4359.616,ct,147
2013_ct_windham,146.5,18868.0,15224,2831.0562,ct,119
2014_ct_windham,127.92,19431.0,17826,2187.8154,ct,101
2010_fl_alachua,198.3615384615385,29497.0,124354,8.041558,fl,101
2011_fl_alachua,193.8153846153846,30488.0,126049,7.9334226,fl,109
2012_fl_alachua,210.76923076923077,31654.0,1447,691.08496,fl,157
2013_fl_alachua,234.64615384615385,33106.0,368,2717.391,fl,100
2014_fl_alachua,223.73076923076923,34409.0,1462,683.99457,fl,77
2010_fl_baker,256.4,3651.0,6374,31.377472,fl,97
2011_fl_baker,250.07777777777775,3785.0,27485,7.276696,fl,87
2012_fl_baker,236.93333333333334,3943.0,27524,7.2663856,fl,100
2013_fl_baker,235.92222222222225,4035.0,6397,31.264656,fl,84
2014_fl_baker,217.93333333333334,4166.0,27213,7.3494287,fl,74
2010_fl_bay,262.6692307692308,28524.0,36484,24.668348,fl,140
2011_fl_bay,250.84615384615384,29610.0,1087,827.9669,fl,105
2012_fl_bay,224.53846153846155,31018.0,4402,204.45253,fl,100
2013_fl_bay,244.86153846153846,32260.0,14542,61.889698,fl,144
2014_fl_bay,268.31538461538463,33403.0,14825,53.962902,fl,100
2010_fl_brevard,171.54,116413.0,11231,133.5589,fl,87
2011_fl_brevard,157.67999999999998,119827.0,77105,19.45399,fl,105
2012_fl_brevard,158.92666666666668,123859.0,44374,33.803577,fl,122
2013_fl_brevard,159.69333333333333,127804.0,25558,58.69004,fl,93
2014_fl_brevard,151.73333333333332,132460.0,105287,14.246773,fl,87
2010_fl_broward,121.8142857142857,241409.0,140768,22.02205,fl,105
2011_fl_broward,116.72857142857143,247746.0,156859,19.762972,fl,115
2012_fl_broward,115.35714285714286,255152.0,691,4486.252,fl,147
2013_fl_broward,118.28571428571429,262787.0,7682,403.54077,fl,118
2014_fl_broward,118.19285714285715,270018.0,12223,253.62022,fl,115
2010_fl_citrus,165.34545454545457,46787.0,138128,2.1718984,fl,65
2011_fl_citrus,144.28181818181818,48006.0,3150,95.23809,fl,84
2012_fl_citrus,150.01818181818183,48954.0,3128,95.90793,fl,85
2013_fl_citrus,171.4909090909091,50023.0,3041,98.651764,fl,75
2014_fl_citrus,164.68,51298.0,136826,2.192566,fl,80
2010_fl_collier,108.96153846153847,68104.0,16413,24.370924,fl,92
2011_fl_collier,101.76923076923077,70941.0,16637,24.042797,fl,110
2012_fl_collier,105.24615384615385,73925.0,295415,1.3540274,fl,84
2013_fl_collier,107.01538461538462,76979.0,20292,19.712202,fl,74
2014_fl_collier,112.5,80636.0,403,992.55585,fl,77
2010_fl_columbia,241.84545454545457,11773.0,567,529.1005,fl,101
2011_fl_columbia,250.0090909090909,12137.0,12210,24.570024,fl,112
2012_fl_columbia,263.17272727272723,12482.0,12190,24.610336,fl,153
2013_fl_columbia,310.3181818181818,12756.0,12115,24.762691,fl,88
2014_fl_columbia,299.40000000000003,13079.0,12121,24.750433,fl,80
2010_fl_duval,247.08,111764.0,7037,71.053,fl,147
2011_fl_duval,250.76000000000002,116493.0,834429,0.59921217,fl,176
2012_fl_duval,238.04,121859.0,1457,343.1709,fl,165
2013_fl_duval,255.06,126881.0,7137,70.05745,fl,111
2014_fl_duval,250.43333333333334,131879.0,21935,22.79462,fl,126
2010_fl_escambia,208.92307692307693,52929.0,51923,5.7777863,fl,156
2011_fl_escambia,182.94615384615386,54530.0,52631,5.7000628,fl,129
2012_fl_escambia,168.2,56490.0,52909,5.6701126,fl,115
2013_fl_escambia,158.55384615384614,58345.0,252955,1.1859818,fl,101
2014_fl_escambia,172.2,59973.0,1738,172.6122,fl,126
2011_fl_flagler,122.31818181818181,26126.0,89804,3.3406086,fl,87
2012_fl_flagler,132.85454545454547,27401.0,91387,3.2827425,fl,112
2013_fl_flagler,149.06363636363636,28659.0,2740,109.48905,fl,90
2014_fl_flagler,176.26363636363638,30161.0,4694,63.911377,fl,90
2010_fl_hamilton,263.9,2285.0,878,455.58087,fl,75
2011_fl_hamilton,279.1125,2411.0,890,449.4382,fl,140
2012_fl_hamilton,292.8,2483.0,779,513.4788,fl,177
2013_fl_hamilton,300.55,2529.0,777,514.80054,fl,68
2014_fl_hamilton,302.9125,2546.0,8588,46.57662,fl,72
2010_fl_highlands,146.71666666666667,28504.0,8836,45.269352,fl,97
2011_fl_highlands,154.39166666666665,28739.0,2253,177.54106,fl,90
2012_fl_highlands,169.15833333333333,29045.0,10617,37.675426,fl,84
2013_fl_highlands,160.9,29493.0,8780,45.558086,fl,84
2014_fl_highlands,155.42499999999998,29841.0,76855,5.204606,fl,77
2010_fl_hillsborough,274.61333333333334,161877.0,24541,16.299253,fl,154
2011_fl_hillsborough,254.32000000000002,168683.0,845625,0.4730229,fl,143
2012_fl_hillsborough,267.78,176283.0,25659,15.589072,fl,147
2013_fl_hillsborough,256.58,183420.0,884724,0.4521184,fl,122
2014_fl_hillsborough,246.50666666666666,191158.0,898030,0.44541943,fl,115
2010_fl_holmes,274.15,4180.0,2793,71.60759,fl,93
2011_fl_holmes,269.1375,4279.0,2831,70.646416,fl,90
2012_fl_holmes,253.95,4388.0,2834,70.57163,fl,84
2013_fl_holmes,228.3375,4481.0,17081,11.708917,fl,88
2014_fl_holmes,251.85,4543.0,17072,11.715089,fl,100
2010_fl_indian river,217.79999999999998,36389.0,5197,96.20935,fl,90
2011_fl_indian river,177.3090909090909,37469.0,93032,5.374495,fl,87
2012_fl_indian river,146.60909090909092,38688.0,3978,125.69131,fl,105
2013_fl_indian river,151.3272727272727,40227.0,94463,5.2930775,fl,93
2014_fl_indian river,136.86363636363637,42195.0,15876,31.494078,fl,105
2010_fl_lake,160.39999999999998,73340.0,28742,52.188435,fl,136
2011_fl_lake,143.30769230769232,75639.0,5171,290.07928,fl,122
2012_fl_lake,146.62307692307692,78525.0,1133,1323.9188,fl,101
2013_fl_lake,153.40769230769232,81261.0,1838,816.1045,fl,101
2014_fl_lake,156.1076923076923,84489.0,9965,150.52684,fl,108
2010_fl_lee,165.43076923076922,128382.0,154305,2.5922685,fl,101
2011_fl_lee,146.35384615384618,134304.0,156408,2.557414,fl,90
2012_fl_lee,154.63846153846154,141350.0,409248,0.9774025,fl,97
2013_fl_lee,157.17692307692306,148268.0,6827,58.59089,fl,93
2014_fl_lee,166.53846153846155,155642.0,7023,56.95572,fl,93
2010_fl_leon,185.5,27285.0,94111,2.12515,fl,158
2011_fl_leon,187.89166666666668,28536.0,183848,1.0878552,fl,157
2012_fl_leon,198.48333333333335,30054.0,96303,2.0767787,fl,147
2013_fl_leon,172.8166666666667,31541.0,188714,1.0598048,fl,222
2014_fl_leon,174.54166666666666,33079.0,98012,2.0405664,fl,157
2010_fl_manatee,184.71538461538464,68811.0,12606,47.596382,fl,101
2011_fl_manatee,160.22307692307692,71349.0,256728,2.3371038,fl,122
2012_fl_manatee,163.1846153846154,74379.0,12948,46.339203,fl,101
2013_fl_manatee,146.7,77550.0,51023,11.759402,fl,112
2014_fl_manatee,142.95384615384617,80891.0,13040,46.01227,fl,101
2010_fl_marion,197.8230769230769,89655.0,1733,230.81361,fl,112
2011_fl_marion,174.06153846153848,91797.0,1757,227.66078,fl,119
2012_fl_marion,170.8153846153846,94088.0,1764,226.75737,fl,84
2013_fl_marion,194.36153846153846,96588.0,57144,6.99986,fl,90
2014_fl_marion,195.7923076923077,98960.0,4600,86.95652,fl,97
2010_fl_martin,127.27272727272727,35523.0,1996,200.4008,fl,77
2011_fl_martin,127.56363636363636,36481.0,129655,3.0851104,fl,100
2012_fl_martin,123.26363636363637,37503.0,130701,3.0604203,fl,122
2013_fl_martin,122.53636363636365,38773.0,15920,25.125628,fl,76
2014_fl_martin,114.51818181818182,39711.0,858,466.20047,fl,101
2013_fl_nassau,188.89000000000001,15476.0,11770,33.984707,fl,69
2014_fl_nassau,169.29000000000002,16338.0,1176,340.13605,fl,70
2010_fl_okaloosa,185.75833333333333,29039.0,121835,7.3870397,fl,147
2011_fl_okaloosa,172.54999999999998,30055.0,544,1654.4119,fl,112
2012_fl_okaloosa,172.375,31316.0,738,1219.5122,fl,87
2013_fl_okaloosa,166.41666666666666,32749.0,410,2195.1218,fl,87
2014_fl_okaloosa,194.5,34017.0,418,2153.11,fl,115
2010_fl_orange,204.2,121080.0,238300,5.0356693,fl,133
2011_fl_orange,192.40714285714284,126863.0,2496,480.76926,fl,133
2012_fl_orange,194.96666666666667,133681.0,2548,470.9576,fl,140
2013_fl_orange,200.58666666666667,140637.0,16527,72.60846,fl,108
2014_fl_orange,189.76666666666668,147483.0,16643,72.10238,fl,126
2010_fl_osceola,243.62307692307692,33774.0,59682,5.0266414,fl,133
2011_fl_osceola,212.78461538461536,36171.0,60495,4.9590874,fl,108
2012_fl_osceola,206.09230769230768,38804.0,36656,8.184199,fl,97
2013_fl_osceola,202.8153846153846,41587.0,40213,7.460274,fl,112
2014_fl_osceola,189.4846153846154,44321.0,66623,4.502949,fl,100
2010_fl_palm beach,107.48666666666666,254070.0,5649,637.28094,fl,119
2011_fl_palm beach,99.52666666666667,259323.0,101281,35.544674,fl,170
2012_fl_palm beach,101.52,266138.0,806,4466.5015,fl,105
2013_fl_palm beach,104.77333333333334,272491.0,5804,620.2619,fl,104
2014_fl_palm beach,100.68,279334.0,140,25714.287,fl,119
2010_fl_pasco,148.8857142857143,100424.0,427390,1.6378483,fl,97
2011_fl_pasco,146.2357142857143,103004.0,15114,46.314674,fl,108
2012_fl_pasco,140.77142857142857,105956.0,15165,46.15892,fl,100
2013_fl_pasco,126.97857142857143,108945.0,435659,1.6067612,fl,101
2014_fl_pasco,141.80714285714285,112387.0,15132,46.259583,fl,108
2010_fl_pinellas,161.64666666666668,192555.0,35321,67.94825,fl,100
2011_fl_pinellas,156.44666666666666,196163.0,2059,1165.6144,fl,136
2012_fl_pinellas,184.13333333333333,201263.0,5052,475.05942,fl,108
2013_fl_pinellas,175.68666666666667,206085.0,17001,141.16817,fl,115
2014_fl_pinellas,181.35333333333335,211328.0,250772,9.570446,fl,112
2010_fl_polk,206.33846153846156,112393.0,5626,284.3939,fl,122
2011_fl_polk,195.76428571428573,116022.0,3869,413.54355,fl,151
2012_fl_polk,205.17857142857142,120277.0,406446,3.9365623,fl,154
2013_fl_polk,199.52142857142857,124331.0,3879,412.47745,fl,105
2014_fl_polk,214.2642857142857,128991.0,416667,3.8399968,fl,87
2010_fl_putnam,269.74545454545455,16216.0,912,657.8947,fl,57
2011_fl_putnam,241.28181818181818,16521.0,711,843.88184,fl,61
2012_fl_putnam,225.1818181818182,16739.0,1592,376.88443,fl,63
2013_fl_putnam,235.3090909090909,16970.0,893,671.8925,fl,50
2014_fl_putnam,227.95454545454547,17100.0,881,681.04425,fl,35
2010_fl_santa rosa,129.89166666666668,23213.0,136783,2.92434,fl,156
2011_fl_santa rosa,129.975,24301.0,5842,68.4697,fl,147
2012_fl_santa rosa,127.925,25424.0,9107,43.922256,fl,101
2013_fl_santa rosa,128.58333333333334,26587.0,9234,43.318172,fl,97
2014_fl_santa rosa,137.275,27740.0,148882,2.6866915,fl,136
2010_fl_sarasota,127.90833333333332,105277.0,51917,9.630756,fl,133
2011_fl_sarasota,121.38181818181819,108012.0,52625,9.501187,fl,143
2012_fl_sarasota,113.39166666666667,111593.0,7048,70.94211,fl,119
2013_fl_sarasota,101.875,115398.0,58699,8.518033,fl,122
2014_fl_sarasota,110.45833333333333,119705.0,7129,70.13606,fl,105
