id,Hazardous Days,Max AQI,90th Percentile AQI,Worse_than_average,Abbreviation,medcare_full_cov_amt,BENES_FFS_CNT,MA_enroll_amt,MA_full_cov_enroll_rate,BENE_AVG_AGE,BENE_FEML_PCT,BENE_MALE_PCT,BENE_RACE_WHT_PCT,BENE_RACE_BLACK_PCT,BENE_RACE_HSPNC_PCT,BENE_RACE_OTHR_PCT,BENE_DUAL_PCT,BENE_AVG_RISK_SCRE,TOT_MDCR_PYMT_AMT,TOT_MDCR_STDZD_PYMT_AMT,TOT_MDCR_STDZD_RA_PYMT_AMT,TOT_MDCR_PYMT_PC,TOT_MDCR_STDZD_PYMT_PC,TOT_MDCR_STDZD_RA_PYMT_PC,state,Population,#Crimes,Off0,Off1,Off2,Off3,CrimeRatePer100K,heart
2014_in_monroe,0,157,58,1,in,17555.0,14291.0,3264.0,0.1859,72.0,0.5657,0.4343,0.9521,0.0183,0.0055,0.0242,0.1861,0.92,1.0891640793E8,1.099644808E8,1.2335275091E8,7621.33,7694.67,8631.5,in,53333,519,56,158,179,126,973.13104,101.49
2014_md_garrett,0,87,54,1,md,6366.0,5889.0,477.0,0.0749,72.0,0.533,0.467,0.9813,0.0024,0.0022,0.0141,0.2245,0.9,5.095020748E7,4.438037758E7,5.430899482E7,8651.76,7536.15,9222.11,md,27982,186,8,67,66,45,664.7131,294.6
2013_mo_taney,0,100,53,1,mo,11537.0,7917.0,3620.0,0.3138,71.0,0.5306,0.4694,0.9707,0.0038,0.0101,0.0154,0.1695,0.97,6.411931162E7,6.771132516E7,7.71523201E7,8098.94,8552.65,9745.15,mo,10918,454,40,171,124,119,4158.2705,105.30000000000001
2010_nj_morris,0,172,80,1,nj,67658.0,60453.0,7205.0,0.1065,74.0,0.5762,0.4238,0.8912,0.026,0.0358,0.0469,0.111,0.98,6.1119771019E8,5.3672269946E8,5.6554222626E8,10110.3,8878.35,9355.07,nj,28117,4007,160,1239,1464,1144,14251.165,195.05714285714288
2010_nj_passaic,0,172,74,1,nj,63076.0,53111.0,9965.0,0.158,73.0,0.5771,0.4229,0.7132,0.0962,0.1606,0.03,0.2262,1.08,6.3394116332E8,5.1743209464E8,4.944531073E8,11936.16,9742.47,9309.81,nj,54717,2146,185,700,737,524,3921.9988,233.84999999999997
2013_nm_rio arriba,0,112,61,1,nm,7489.0,5496.0,1993.0,0.2661,68.0,0.5133,0.4867,0.2433,0.0033,0.6583,0.0952,0.2886,0.88,3.750325897E7,3.351498755E7,3.848269964E7,6823.74,6098.07,7001.95,nm,91777,326,29,104,74,119,355.20883,214.05454545454543
2012_nc_chatham,0,151,51,1,nc,13320.0,9594.0,3726.0,0.2797,73.0,0.5571,0.4429,0.858,0.1139,0.0101,0.0179,0.1163,0.86,7.991651031E7,7.250470559E7,9.033391618E7,8329.84,7557.3,9415.67,nc,8051,422,33,156,134,99,5241.585,137.07272727272726
2013_ok_muskogee,0,69,40,1,ok,13553.0,12229.0,1324.0,0.0977,70.0,0.56,0.44,0.7254,0.0976,0.0085,0.1685,0.2625,0.99,1.1119074188E8,1.1932073343E8,1.1910953682E8,9092.38,9757.19,9739.92,ok,38884,641,46,180,234,181,1648.4929,581.0916666666666
2013_pa_dauphin,0,139,77,1,pa,45451.0,22326.0,23125.0,0.5088,72.0,0.5627,0.4373,0.8122,0.1364,0.027,0.0244,0.1833,1.0,2.2712948498E8,2.1668186208E8,2.2585698265E8,10173.32,9705.36,10116.32,pa,4517,2465,223,742,760,740,54571.617,217.40833333333333
2010_sc_georgetown,0,85,46,1,sc,14262.0,12398.0,1864.0,0.1307,71.0,0.5398,0.4602,0.7501,0.2383,0.0045,0.007,0.1647,0.93,1.1684449646E8,1.1659671304E8,1.2832235991E8,9424.46,9404.48,10350.25,sc,48054,626,44,229,204,149,1302.7012,312.39
2011_sc_lexington,0,95,65,1,sc,38145.0,31370.0,6775.0,0.1776,71.0,0.5615,0.4385,0.8982,0.0817,0.0085,0.0116,0.1471,0.88,2.5272938743E8,2.6147806649E8,3.0719293759E8,8056.4,8335.29,9792.57,sc,15163,1528,100,461,555,412,10077.161,112.45833333333333
2013_tx_kleberg,0,107,55,1,tx,4472.0,2835.0,1637.0,0.3661,72.0,0.5411,0.4589,0.4071,0.0296,0.5464,0.0169,0.2998,1.2,3.245432664E7,3.429472305E7,2.935533919E7,11447.73,12096.9,10354.62,tx,26198,285,20,66,105,94,1087.8694,260.91999999999996
2010_ut_washington,0,108,80,1,ut,23323.0,15782.0,7541.0,0.3233,73.0,0.5289,0.4711,0.9606,0.0021,0.0218,0.0155,0.0793,0.9,1.3292055866E8,1.2916656168E8,1.5322461971E8,8422.29,8184.42,9708.82,ut,72897,986,49,335,260,342,1352.5934,91.88888888888889
2013_wa_whatcom,0,75,49,1,wa,34370.0,21452.0,12918.0,0.3759,71.0,0.5285,0.4715,0.9002,0.009,0.025,0.0658,0.2166,0.89,1.6230528644E8,1.4554008988E8,1.7650395844E8,7565.97,6784.45,8227.86,wa,12173,907,69,342,295,201,7450.916,181.0909090909091
2012_al_talladega,0,77,59,1,al,17243.0,13085.0,4158.0,0.2411,68.0,0.5602,0.4398,0.7477,0.2431,0.0024,0.0067,0.2776,1.01,1.1446095428E8,1.2310614535E8,1.3223136783E8,8747.49,9408.19,10105.57,al,281,7,0,0,0,7,2491.103,102.15
2010_az_pinal,2,1657,101,1,az,47103.0,28044.0,19059.0,0.4046,70.0,0.5037,0.4963,0.829,0.0261,0.0941,0.0508,0.1384,0.94,2.6292373253E8,2.508756897E8,2.902041462E8,9375.4,8945.79,10348.17,az,20837,402,31,116,127,128,1929.2604,190.82142857142858
2014_ca_tuolumne,0,133,87,1,ca,13827.0,13171.0,656.0,0.0474,72.0,0.529,0.471,0.9195,0.0036,0.0475,0.0295,0.1566,0.89,1.2195161009E8,9.417576254E7,1.1821983399E8,9259.1,7150.24,8975.77,ca,49068,414,34,153,148,79,843.72705,135.7
2014_fl_hillsborough,0,115,71,1,fl,191158.0,97504.0,93654.0,0.4899,71.0,0.5584,0.4416,0.7269,0.1073,0.1304,0.0355,0.2266,1.12,1.12710725596E9,1.11673331478E9,1.01942910243E9,11559.6,11453.21,10455.25,fl,898030,4,0,0,0,4,0.44541943,246.50666666666666
2014_ga_rockdale,0,150,58,1,ga,12513.0,7731.0,4782.0,0.3822,70.0,0.5525,0.4475,0.6414,0.313,0.0217,0.0238,0.1665,1.03,7.495882579E7,7.351627933E7,7.392935056E7,9695.88,9509.28,9562.72,ga,15713,508,50,198,138,122,3232.9917,190.94166666666663
2013_il_peoria,0,97,62,1,il,31937.0,25033.0,6904.0,0.2162,71.0,0.552,0.448,0.8487,0.1229,0.0113,0.0171,0.1947,0.97,2.1743802844E8,2.2139940449E8,2.4096417362E8,8686.06,8844.3,9625.86,il,2105,10,0,0,0,10,475.05942,179.90833333333333
