id,Hazardous Days,Max AQI,90th Percentile AQI,Worse_than_average,Abbreviation,medcare_full_cov_amt,BENES_FFS_CNT,MA_enroll_amt,MA_full_cov_enroll_rate,BENE_AVG_AGE,BENE_FEML_PCT,BENE_MALE_PCT,BENE_RACE_WHT_PCT,BENE_RACE_BLACK_PCT,BENE_RACE_HSPNC_PCT,BENE_RACE_OTHR_PCT,BENE_DUAL_PCT,BENE_AVG_RISK_SCRE,TOT_MDCR_PYMT_AMT,TOT_MDCR_STDZD_PYMT_AMT,TOT_MDCR_STDZD_RA_PYMT_AMT,TOT_MDCR_PYMT_PC,TOT_MDCR_STDZD_PYMT_PC,TOT_MDCR_STDZD_RA_PYMT_PC,state,Population,#Crimes,Off0,Off1,Off2,Off3,CrimeRatePer100K,heart
2010_ga_floyd,0,155,74,1,ga,16811.0,13988.0,2823.0,0.1679,70.0,0.5579,0.4421,0.8818,0.1009,0.0109,0.0063,0.2463,0.98,1.2760768062E8,1.292358807E8,1.4244715684E8,9122.65,9239.05,10183.53,ga,58814,513,38,166,182,127,872.24133,233.8545454545455
2014_ks_shawnee,0,105,54,1,ks,33723.0,30569.0,3154.0,0.0935,71.0,0.5574,0.4426,0.8627,0.07,0.0425,0.0247,0.1724,0.96,2.6441587163E8,2.733871945E8,2.9807818603E8,8649.8,8943.28,9751.0,ks,47558,178,15,37,72,54,374.27982,187.02142857142857
2012_ma_essex,0,164,71,1,ma,122884.0,100224.0,22660.0,0.1844,71.0,0.5728,0.4272,0.8829,0.0154,0.0749,0.0268,0.2824,1.01,1.09356879927E9,9.5105078623E8,9.9181550279E8,10911.25,9489.25,9895.99,ma,42025,3270,238,1063,881,1088,7781.0825,129.94285714285715
2010_mn_dakota,0,125,70,1,mn,43382.0,22025.0,21357.0,0.4923,70.0,0.553,0.447,0.9235,0.0296,0.0179,0.029,0.1944,0.91,1.7825560471E8,1.6608442042E8,1.902080536E8,8093.33,7540.72,8636.01,mn,18072,2069,94,725,708,542,11448.65,109.97500000000002
2012_nj_monmouth,0,161,74,1,nj,97790.0,83354.0,14436.0,0.1476,73.0,0.5745,0.4255,0.8694,0.0657,0.0305,0.0343,0.1174,1.06,9.1140706082E8,8.2779226546E8,8.5213224212E8,10934.17,9931.04,10223.05,nj,16211,5659,308,1670,2047,1634,34908.395,178.04999999999998
2014_ny_essex,0,101,49,1,ny,8260.0,6651.0,1609.0,0.1948,72.0,0.5401,0.4599,0.9662,0.0047,0.0051,0.0241,0.2386,0.91,5.39037022E7,5.114356515E7,5.68499463E7,8104.6,7689.61,8547.58,ny,4979,293,12,96,90,95,5884.716,173.85
2013_ny_oneida,0,82,54,1,ny,46562.0,31112.0,15450.0,0.3318,71.0,0.5498,0.4502,0.9167,0.0327,0.0201,0.0304,0.2801,1.04,2.4659290578E8,2.5327407664E8,2.5878949253E8,7925.97,8140.72,8318.0,ny,8296,1325,61,492,425,347,15971.552,279.18333333333334
2014_nc_caldwell,0,100,49,1,nc,17538.0,11339.0,6199.0,0.3535,70.0,0.5506,0.4494,0.9401,0.0409,0.0071,0.0119,0.2761,0.98,9.382620973E7,9.694970801E7,1.0877553266E8,8274.65,8550.11,9593.04,nc,55402,695,41,285,211,158,1254.4674,181.15555555555557
2010_nc_person,0,129,87,1,nc,7306.0,5382.0,1924.0,0.2633,70.0,0.5691,0.4309,0.7454,0.2397,0.0056,0.0093,0.2692,1.0,4.928048517E7,4.481013995E7,4.577752739E7,9156.54,8325.93,8505.67,nc,31102,402,35,169,111,87,1292.5214,348.62
2010_oh_crawford,0,112,64,1,oh,9134.0,6932.0,2202.0,0.2411,72.0,0.5603,0.4397,0.9801,0.0071,0.0039,0.0089,0.2069,0.99,6.226481115E7,6.433352384E7,6.735827577E7,8982.23,9280.66,9717.0,oh,10512,280,6,87,76,111,2663.6226,222.4
2014_ok_creek,0,100,50,1,ok,13891.0,9273.0,4618.0,0.3324,69.0,0.5403,0.4597,0.8654,0.0275,0.0082,0.0989,0.2255,0.97,8.657362921E7,8.992301626E7,9.825585571E7,9336.1,9697.29,10595.91,ok,4234,682,28,150,277,227,16107.699,370.65
2010_ok_lincoln,0,77,46,1,ok,5858.0,4909.0,949.0,0.162,70.0,0.5358,0.4642,0.9126,0.0187,0.0071,0.0615,0.2002,0.89,4.483512188E7,4.645313853E7,5.259951233E7,9133.25,9462.85,10714.91,ok,23482,312,18,85,84,125,1328.6774,261.4555555555555
2011_or_clackamas,0,117,44,1,or,56946.0,21410.0,35536.0,0.624,72.0,0.5335,0.4665,0.9357,0.0068,0.0199,0.0376,0.1426,0.86,1.5808361053E8,1.4446167155E8,1.7228863038E8,7383.63,6747.39,8047.11,or,15998,1495,96,578,368,453,9344.918,145.84615384615384
2012_or_umatilla,0,108,63,1,or,11386.0,9565.0,1821.0,0.1599,72.0,0.5309,0.4691,0.912,0.0023,0.0513,0.0344,0.1562,0.88,7.326446098E7,6.598540871E7,8.229827409E7,7659.64,6898.63,8604.11,or,7182,781,34,282,206,259,10874.408,214.08999999999997
2011_va_culpeper,0,30,19,0,va,6772.0,5989.0,783.0,0.1156,72.0,0.5442,0.4558,0.834,0.1454,0.0068,0.0137,0.159,0.93,5.209255337E7,4.955290886E7,5.671613685E7,8698.04,8273.99,9470.05,va,30672,430,26,149,147,108,1401.9302,146.99
2013_wa_chelan,0,99,65,1,wa,14072.0,11411.0,2661.0,0.1891,73.0,0.5237,0.4763,0.9248,0.0021,0.0512,0.0219,0.1762,0.83,9.186079066E7,8.450909729E7,1.1231108112E8,8050.2,7405.93,9842.35,wa,32677,404,37,166,116,85,1236.3436,165.52222222222224
2012_wi_racine,0,177,122,1,wi,32731.0,22416.0,10315.0,0.3151,71.0,0.5571,0.4429,0.8498,0.0924,0.0406,0.0171,0.1965,0.99,2.1112208894E8,2.0966822502E8,2.2633286056E8,9418.37,9353.51,10096.93,wi,5195,131,7,42,38,44,2521.6555,174.4
2010_ar_crittenden,0,164,80,1,ar,7373.0,6273.0,1100.0,0.1492,68.0,0.5768,0.4232,0.5972,0.3898,0.0062,0.0069,0.3416,1.07,6.175700192E7,6.039773448E7,5.720817879E7,9844.89,9628.21,9119.75,ar,26245,701,71,237,217,176,2670.9849,370.19
2014_ca_san joaquin,0,152,99,1,ca,89169.0,53936.0,35233.0,0.3951,70.0,0.5369,0.4631,0.5916,0.0754,0.2189,0.1141,0.3191,1.01,5.4004261344E8,4.1783026645E8,4.1779043322E8,10012.66,7746.78,7746.04,ca,169226,1775,182,665,589,339,1048.8932,279.9133333333333
2014_hi_honolulu,0,195,42,1,hi,147561.0,66357.0,81204.0,0.5503,74.0,0.5374,0.4626,0.2178,0.0117,0.0525,0.7181,0.1053,0.93,4.9599918508E8,4.1742971915E8,4.5083377412E8,7474.71,6290.67,6794.07,hi,994034,126,17,49,36,24,12.675623,219.82
2011_in_vanderburgh,0,150,76,1,in,31513.0,23132.0,8381.0,0.266,71.0,0.5749,0.4251,0.9125,0.0737,0.0039,0.0099,0.2306,1.0,2.0701225348E8,2.2119504804E8,2.2519813899E8,8949.17,9562.3,9735.35,in,118029,351,30,121,128,72,297.38455,207.36000000000004
2013_me_androscoggin,0,95,54,1,me,21176.0,16369.0,4807.0,0.227,69.0,0.5524,0.4476,0.9706,0.0069,0.0057,0.0167,0.486,0.98,1.3127398486E8,1.300890171E8,1.3689869772E8,8019.67,7947.28,8363.29,me,27942,927,44,323,299,261,3317.5864,144.28571428571428
2014_me_oxford,0,90,44,1,me,13337.0,10779.0,2558.0,0.1918,69.0,0.5347,0.4653,0.9727,0.0019,0.0047,0.0207,0.4377,0.88,8.353227333E7,8.028481918E7,9.119065794E7,7749.54,7448.26,8460.03,me,4937,625,10,156,219,240,12659.51,167.37142857142857
2012_mi_wayne,0,208,97,1,mi,292141.0,211212.0,80929.0,0.277,70.0,0.5669,0.4331,0.5479,0.4024,0.0219,0.0278,0.2766,1.26,2.8220425931E9,2.57535961544E9,2.21028671304E9,13361.18,12193.24,10464.78,mi,97215,6181,495,2054,2009,1623,6358.0723,246.01874999999995
2010_ny_albany,0,147,67,1,ny,46751.0,29245.0,17506.0,0.3745,72.0,0.5774,0.4226,0.8652,0.0903,0.019,0.0254,0.2368,1.06,2.3816542724E8,2.375796565E8,2.2875939763E8,8143.8,8123.77,7822.17,ny,77601,1718,116,705,581,316,2213.889,148.35000000000002
2010_ny_schenectady,0,122,46,1,ny,25951.0,16271.0,9680.0,0.373,72.0,0.5647,0.4353,0.9022,0.049,0.0207,0.0282,0.2397,1.0,1.1884656798E8,1.209092824E8,1.2305197045E8,7304.2,7430.97,7562.66,ny,66135,934,74,381,296,183,1412.2628,166.63000000000002
2012_ny_ulster,0,101,51,1,ny,32911.0,25767.0,7144.0,0.2171,72.0,0.5495,0.4505,0.9097,0.0364,0.0321,0.0219,0.2153,0.96,2.3015865556E8,2.1092912692E8,2.3062411094E8,8932.3,8186.02,8950.37,ny,12391,1622,77,579,588,378,13090.1455,143.09166666666667
2012_nc_caswell,0,136,64,1,nc,5114.0,3361.0,1753.0,0.3428,69.0,0.5415,0.4585,0.6569,0.3312,0.006,0.006,0.3175,1.01,3.012382101E7,2.970620061E7,2.969484034E7,8962.76,8838.5,8835.12,nc,23635,153,14,70,37,32,647.34503,260.76
2014_nc_macon,0,84,47,1,nc,10111.0,8716.0,1395.0,0.138,72.0,0.549,0.451,0.9717,0.0063,0.0072,0.0148,0.1618,0.84,5.950481156E7,5.96901662E7,7.810089885E7,6827.08,6848.34,8960.64,nc,29087,335,22,129,94,90,1151.7173,152.46249999999998
2014_oh_trumbull,0,126,65,1,oh,46197.0,23468.0,22729.0,0.492,70.0,0.534,0.466,0.9037,0.0704,0.0092,0.0166,0.1918,1.06,2.3093903181E8,2.3525444671E8,2.4173638397E8,9840.59,10024.48,10300.68,oh,18848,1073,61,407,291,314,5692.912,265.95454545454544
2012_or_linn,0,91,53,1,or,22572.0,10852.0,11720.0,0.5192,70.0,0.5112,0.4888,0.9519,0.0036,0.019,0.0255,0.196,0.91,7.707443799E7,7.061694658E7,8.242092604E7,7102.33,6507.27,7595.0,or,51084,808,55,289,243,221,1581.7085,213.3
2012_tn_sumner,0,179,108,1,tn,25723.0,14988.0,10735.0,0.4173,70.0,0.5662,0.4338,0.9285,0.0504,0.0077,0.0133,0.1919,0.99,1.4135782775E8,1.470882421E8,1.5837035127E8,9431.4,9813.73,10566.48,tn,31093,1383,87,454,479,363,4447.9463,191.8909090909091
2010_tx_brazoria,0,172,77,1,tx,32659.0,26566.0,6093.0,0.1866,71.0,0.55,0.45,0.7891,0.0765,0.1052,0.0292,0.1513,1.01,2.9217043431E8,2.8335153148E8,2.8250667092E8,10997.91,10665.95,10634.14,tx,91252,2124,154,669,658,643,2327.62,191.77692307692308
2012_vt_windham,0,58,33,0,vt,8869.0,8277.0,592.0,0.0667,71.0,0.5479,0.4521,0.9669,0.0037,0.0071,0.0222,0.2759,0.82,6.48435738E7,5.804567176E7,7.38153379E7,7834.19,7012.89,8918.13,vt,3129,489,38,148,134,169,15627.997,317.45000000000005
2014_wa_mason,0,77,42,1,wa,14196.0,11302.0,2894.0,0.2039,71.0,0.5149,0.4851,0.9431,0.0035,0.0157,0.0378,0.1685,0.82,8.624521935E7,7.506588983E7,9.518151817E7,7630.97,6641.82,8421.65,wa,50977,352,38,134,105,75,690.50745,202.42
2010_al_etowah,0,104,74,1,al,21811.0,17603.0,4208.0,0.1929,70.0,0.5622,0.4378,0.882,0.1097,0.0032,0.0052,0.224,1.02,1.7290160384E8,1.866104842E8,1.9190863208E8,9822.28,10601.06,10902.04,al,36856,238,13,66,26,133,645.7565,274.69
2010_ar_union,0,95,62,1,ar,9009.0,8363.0,646.0,0.0717,70.0,0.5594,0.4406,0.7094,0.2817,0.0041,0.0048,0.2699,0.95,6.166858939E7,6.554789443E7,7.140288718E7,7373.98,7837.84,8537.95,ar,18884,302,28,108,85,81,1599.2375,189.57
2014_ca_los angeles,0,205,143,1,ca,1198286.0,538278.0,660008.0,0.5508,72.0,0.5507,0.4493,0.5356,0.0918,0.2002,0.1723,0.3714,1.19,7.45727619643E9,6.12617506508E9,5.04412630301E9,13853.95,11381.06,9370.86,ca,63737,18869,1973,7047,6343,3506,29604.467,244.20624999999998
2010_ca_ventura,0,161,87,1,ca,101708.0,71692.0,30016.0,0.2951,72.0,0.5513,0.4487,0.7069,0.0179,0.2099,0.0652,0.2318,0.98,7.1061657486E8,6.2376966777E8,6.5232550988E8,9912.08,8700.69,9099.0,ca,65201,2869,232,1035,965,637,4400.2393,313.1333333333333
2012_co_moffat,0,105,64,1,co,1690.0,1592.0,98.0,0.058,71.0,0.5214,0.4786,0.9353,0.0,0.0496,0.0151,0.1476,0.8,1.623247382E7,1.237598207E7,1.726110794E7,10196.28,7773.86,10842.4,co,9357,242,9,65,88,80,2586.299,101.8375
2010_fl_osceola,0,133,51,1,fl,33774.0,18101.0,15673.0,0.4641,70.0,0.5457,0.4543,0.6521,0.0714,0.2468,0.0296,0.2508,1.12,1.9341830567E8,1.9487129713E8,1.7402047802E8,10685.5,10765.78,9613.86,fl,59682,3,0,0,0,3,5.0266414,243.6230769230769
2013_il_will,0,89,53,1,il,79421.0,71996.0,7425.0,0.0935,72.0,0.5562,0.4438,0.8287,0.0852,0.0574,0.0287,0.138,0.99,7.5910340103E8,7.2579395702E8,7.7506438606E8,10543.69,10081.03,10765.38,il,12604,26,0,0,0,26,206.2837,176.58571428571432
2011_ks_sumner,0,143,84,1,ks,4340.0,3867.0,473.0,0.109,73.0,0.5606,0.4394,0.9589,0.0065,0.024,0.0106,0.1588,0.85,2.771663511E7,2.772226923E7,3.499240201E7,7167.48,7168.93,9048.98,ks,9458,210,17,56,55,82,2220.3425,138.6625
2014_md_washington,0,100,64,1,md,26237.0,23451.0,2786.0,0.1062,71.0,0.5599,0.4401,0.9317,0.0394,0.0095,0.0193,0.2023,1.02,2.4492046923E8,2.1655262347E8,2.1735535435E8,10443.92,9234.26,9268.49,md,101521,624,65,213,207,139,614.6511,345.1
2011_mi_chippewa,0,97,47,1,mi,6988.0,5694.0,1294.0,0.1852,71.0,0.5165,0.4835,0.8488,0.0025,0.0046,0.1442,0.2134,0.94,5.068924724E7,4.635813936E7,5.392180617E7,8902.22,8141.58,9469.93,mi,14133,275,10,74,71,120,1945.8005,325.23333333333335
2010_ny_erie,0,122,78,1,ny,162105.0,68987.0,93118.0,0.5744,69.0,0.5505,0.4495,0.7961,0.1522,0.0282,0.0235,0.3034,1.01,5.5904866596E8,5.3214533673E8,5.3870086619E8,8103.68,7713.7,7808.73,ny,58144,3273,247,1333,1005,688,5629.128,228.97333333333336
2012_ny_rockland,0,159,67,1,ny,46272.0,37969.0,8303.0,0.1794,73.0,0.5604,0.4396,0.7979,0.0903,0.0609,0.051,0.2068,1.02,4.5381454461E8,3.7753453161E8,3.8661425416E8,11952.24,9943.23,10182.37,ny,37244,1334,109,490,430,305,3581.7852,173.52142857142857
2010_nc_lincoln,0,143,84,1,nc,11957.0,10822.0,1135.0,0.0949,70.0,0.5535,0.4465,0.93,0.0521,0.0101,0.0079,0.2046,0.93,9.223275238E7,9.10712872E7,1.0432202372E8,8522.71,8415.38,9639.81,nc,10486,413,37,175,114,87,3938.5847,165.13333333333333
2010_nc_watauga,0,71,55,1,nc,7004.0,6294.0,710.0,0.1014,72.0,0.5469,0.4531,0.98,0.0091,0.0033,0.0076,0.17,0.89,5.093499748E7,4.781277906E7,5.562494185E7,8092.63,7596.56,8837.77,nc,32305,385,26,154,104,101,1191.766,213.09999999999997
2012_or_klamath,0,152,78,1,or,14095.0,10917.0,3178.0,0.2255,71.0,0.5097,0.4903,0.9246,0.0067,0.0286,0.0401,0.1464,0.85,7.809215073E7,7.028141756E7,8.761279196E7,7153.26,6437.8,8025.35,or,44143,389,38,161,101,89,881.2269,175.66
2012_pa_luzerne,0,129,51,1,pa,66347.0,50320.0,16027.0,0.2416,73.0,0.5869,0.4131,0.9587,0.0107,0.0193,0.0113,0.2383,1.05,5.0395699615E8,5.2603987192E8,5.1780373998E8,10015.04,10453.89,10290.22,pa,25358,3095,197,864,828,1206,12205.222,172.33636363636364
2012_pa_montgomery,0,126,71,1,pa,126825.0,86809.0,40016.0,0.3155,74.0,0.5782,0.4218,0.8857,0.067,0.011,0.0364,0.1306,0.98,8.9911788241E8,8.2336467362E8,8.9106045626E8,10357.43,9484.78,10264.61,pa,17715,6240,358,1735,1991,2156,35224.387,121.42857142857143
2013_pa_somerset,0,105,49,1,pa,17341.0,6719.0,10622.0,0.6125,71.0,0.5388,0.4612,0.9815,0.0022,0.003,0.0132,0.2603,1.01,6.149926323E7,6.121085459E7,6.269931193E7,9153.04,9110.11,9331.64,pa,7175,741,37,197,188,319,10327.526,178.4875
2014_sc_richland,0,93,64,1,sc,52430.0,41509.0,10921.0,0.2083,70.0,0.5684,0.4316,0.5829,0.3793,0.0135,0.0243,0.1475,0.95,3.6591621534E8,3.7284176923E8,4.1316887475E8,8815.35,8982.19,9953.72,sc,252781,914,93,333,278,210,361.57782,219.53333333333333
2012_tn_dekalb,0,172,58,1,tn,3908.0,2292.0,1616.0,0.4135,69.0,0.5358,0.4642,0.9721,0.0166,0.0061,0.0052,0.3019,1.02,2.008491523E7,2.06670457E7,2.123915084E7,8763.05,9017.04,9266.65,tn,981,335,19,115,107,94,34148.83,223.14999999999998
2010_tn_montgomery,0,96,60,1,tn,16925.0,14090.0,2835.0,0.1675,70.0,0.5561,0.4439,0.8045,0.1485,0.0235,0.0235,0.1895,0.99,1.2370927448E8,1.2567046835E8,1.3075910432E8,8779.93,8919.12,9280.28,tn,39402,559,55,221,156,127,1418.7097,314.90833333333336
2012_tn_sullivan,0,187,64,1,tn,37930.0,16868.0,21062.0,0.5553,69.0,0.5379,0.4621,0.9685,0.0182,0.0034,0.0099,0.2655,0.94,1.3073742209E8,1.4481856586E8,1.5825132477E8,7750.62,8585.4,9381.75,tn,27024,890,71,305,303,211,3293.369,209.5111111111111
2014_tx_bowie,0,72,58,1,tx,16933.0,13433.0,3500.0,0.2067,70.0,0.5644,0.4356,0.7837,0.192,0.0106,0.0137,0.2195,0.99,1.2788556918E8,1.4052362645E8,1.4731718283E8,9520.25,10461.08,10966.81,tx,5487,865,82,306,274,203,15764.534,423.27272727272725
2012_tx_harrison,0,133,67,1,tx,10739.0,8904.0,1835.0,0.1709,70.0,0.5524,0.4476,0.7471,0.2319,0.0133,0.0077,0.2177,1.04,8.89747797E7,9.34756918E7,9.339255756E7,9992.68,10498.17,10488.83,tx,24109,406,33,162,123,88,1684.0184,324.8909090909091
2014_wa_lewis,0,75,45,1,wa,17468.0,11898.0,5570.0,0.3189,70.0,0.5177,0.4823,0.9474,0.0038,0.0189,0.0299,0.2091,0.88,9.849642733E7,8.780430606E7,1.0872136088E8,8278.4,7379.75,9137.78,wa,1308,639,59,234,187,159,48853.21,292.26666666666665
2014_wa_pierce,0,114,64,1,wa,120511.0,82590.0,37921.0,0.3147,71.0,0.5404,0.4596,0.8192,0.0598,0.0288,0.0923,0.19,0.94,7.0261454759E8,6.3338422271E8,7.0348072139E8,8507.26,7669.02,8517.75,wa,385748,2443,211,967,676,589,633.315,231.5066666666667
2011_wa_whatcom,0,62,38,1,wa,31681.0,20515.0,11166.0,0.3525,72.0,0.5326,0.4674,0.9107,0.0082,0.0233,0.0579,0.2206,0.91,1.5016503764E8,1.3689244478E8,1.5518951842E8,7319.77,6672.8,7564.69,wa,1328,1064,81,365,397,221,80120.48,148.76363636363635
2012_wv_monongalia,0,150,80,1,wv,11003.0,8226.0,2777.0,0.2524,71.0,0.5452,0.4548,0.9587,0.0214,0.0045,0.0154,0.2115,0.95,7.820271568E7,7.807898978E7,8.406060916E7,9506.77,9491.73,10218.89,wv,30294,396,32,138,124,102,1307.1896,202.84
2013_ca_placer,0,161,84,1,ca,64301.0,33191.0,31110.0,0.4838,72.0,0.5392,0.4608,0.8807,0.0114,0.0545,0.0534,0.1356,0.9,2.9320419714E8,2.4040762681E8,2.9034826972E8,8833.85,7243.16,8747.8,ca,59621,1149,92,433,392,232,1927.1733,228.4214285714286
2011_ct_windham,0,140,50,1,ct,17866.0,14495.0,3371.0,0.1887,71.0,0.5597,0.4403,0.94,0.009,0.0368,0.0141,0.342,1.0,1.4853450666E8,1.2491384615E8,1.2814683376E8,10247.29,8617.72,8840.76,ct,17770,398,30,135,114,119,2239.7297,136.14000000000001
2012_fl_citrus,0,85,44,1,fl,48954.0,36458.0,12496.0,0.2553,73.0,0.5273,0.4727,0.9406,0.017,0.0235,0.0189,0.1338,0.98,3.4200551068E8,3.5089680457E8,3.8673224905E8,9380.81,9624.69,10607.61,fl,3128,3,0,0,0,3,95.90793,150.01818181818183
2014_ga_muscogee,0,102,61,1,ga,30383.0,21086.0,9297.0,0.306,71.0,0.581,0.419,0.5787,0.3741,0.023,0.0242,0.2007,1.11,1.999613143E8,2.0906195621E8,2.0230411437E8,9483.13,9914.73,9594.24,ga,206714,371,42,135,116,78,179.47502,272.175
2013_ky_daviess,0,93,62,1,ky,19435.0,15667.0,3768.0,0.1939,70.0,0.5614,0.4386,0.9468,0.0386,0.0054,0.0093,0.2339,1.03,1.3799498411E8,1.4402949575E8,1.5408903528E8,8808.0,9193.18,9835.26,ky,58304,478,28,149,186,115,819.8408,113.66666666666667
2014_mi_wayne,0,147,78,1,mi,300170.0,198442.0,101728.0,0.3389,69.0,0.5634,0.4366,0.5464,0.397,0.0229,0.0337,0.2863,1.24,2.55141247867E9,2.36032330934E9,2.00446014133E9,12857.22,11894.27,10100.99,mi,94833,6038,473,1938,2028,1599,6366.9824,234.2375
2014_mt_flathead,0,141,60,1,mt,18612.0,14221.0,4391.0,0.2359,71.0,0.5184,0.4816,0.9561,0.0015,0.0101,0.0323,0.1512,0.81,9.57647612E7,9.155840413E7,1.2062801479E8,6734.04,6438.25,8482.39,mt,21238,575,31,181,186,177,2707.4111,74.825
2012_nv_douglas,0,77,47,1,nv,11013.0,10026.0,987.0,0.0896,73.0,0.5105,0.4895,0.9296,0.0029,0.0356,0.0319,0.0575,0.8,7.399138815E7,6.866707319E7,9.586143698E7,7379.95,6848.9,9561.28,nv,47499,263,15,85,88,75,553.69586,168.24444444444444
2011_ny_franklin,0,104,25,0,ny,9202.0,7526.0,1676.0,0.1821,70.0,0.5229,0.4771,0.9045,0.0109,0.0098,0.0748,0.3166,0.97,5.88265238E7,5.425545257E7,5.865484475E7,7816.44,7209.07,7793.63,ny,3683,363,12,123,117,111,9856.096,164.94444444444446
2013_ny_herkimer,0,93,45,1,ny,13146.0,8365.0,4781.0,0.3637,72.0,0.548,0.452,0.9671,0.0055,0.0082,0.0191,0.3014,1.02,7.084351725E7,7.00789833E7,7.206828905E7,8469.04,8377.64,8615.46,ny,7693,564,31,199,183,151,7331.34,332.35
2013_nc_rockingham,0,105,51,1,nc,20851.0,11462.0,9389.0,0.4503,69.0,0.563,0.437,0.8191,0.1623,0.0074,0.0112,0.2848,1.05,9.877994168E7,1.010657811E8,1.0563258988E8,8618.04,8817.46,9215.9,nc,14286,693,59,280,183,171,4850.9033,251.6
2014_ok_bryan,0,126,51,1,ok,7904.0,7337.0,567.0,0.0717,70.0,0.5509,0.4491,0.86,0.0089,0.0089,0.1223,0.2558,1.07,8.186266471E7,8.569194205E7,8.321893958E7,11157.51,11679.43,11342.37,ok,513,379,16,96,141,126,73879.14,265.44444444444446
2010_ok_sequoyah,0,129,67,1,ok,8073.0,6734.0,1339.0,0.1659,69.0,0.5388,0.4612,0.7409,0.0165,0.0071,0.2355,0.3312,0.98,6.165559619E7,6.56930159E7,6.581626912E7,9155.87,9755.42,9773.73,ok,25410,543,27,129,202,185,2136.9539,239.41000000000003
2014_pa_delaware,0,143,67,1,pa,90349.0,62030.0,28319.0,0.3134,72.0,0.5756,0.4244,0.8241,0.1246,0.0118,0.0395,0.1797,1.06,7.0627667472E8,6.2376683748E8,6.2551379472E8,11386.05,10055.89,10084.05,pa,31492,5123,373,1252,1859,1639,16267.623,149.26153846153846
2014_pa_lebanon,0,121,76,1,pa,26978.0,15946.0,11032.0,0.4089,74.0,0.5633,0.4367,0.9397,0.009,0.0314,0.0199,0.1294,0.95,1.3518885284E8,1.3198621396E8,1.4593016493E8,8477.92,8277.07,9151.52,pa,30198,1262,76,373,364,449,4179.0845,118.96
2014_pa_montgomery,0,122,66,1,pa,133013.0,91996.0,41017.0,0.3084,73.0,0.5752,0.4248,0.8753,0.0672,0.0115,0.046,0.1278,0.98,9.593079494E8,8.6689375191E8,9.1947845209E8,10427.71,9423.17,9994.77,pa,13263,6028,344,1619,2029,2036,45449.75,131.35
2010_sd_minnehaha,0,122,71,1,sd,23780.0,20993.0,2787.0,0.1172,72.0,0.5647,0.4353,0.9659,0.0079,0.0056,0.0206,0.1578,0.86,1.5788171984E8,1.5801512371E8,1.927907153E8,7520.68,7527.04,9183.57,sd,2389,18,1,3,6,8,753.4533,145.01666666666665
2010_tn_lawrence,0,72,59,1,tn,8797.0,7807.0,990.0,0.1125,71.0,0.554,0.446,0.9782,0.0127,0.0054,0.0037,0.2571,1.03,7.332918471E7,7.663782695E7,7.984713993E7,9392.75,9816.55,10227.63,tn,28480,561,36,149,223,153,1969.8033,219.3125
2014_vt_rutland,0,114,65,1,vt,14279.0,13257.0,1022.0,0.0716,70.0,0.5456,0.4544,0.9678,0.0032,0.0045,0.0245,0.2911,0.92,1.1507385411E8,1.0245533769E8,1.1110164344E8,8680.23,7728.4,8380.6,vt,4049,452,40,125,107,180,11163.25,390.2125000000001
2011_va_prince edward,0,101,50,1,va,3917.0,3323.0,594.0,0.1516,71.0,0.5534,0.4466,0.6262,0.3587,0.006,0.009,0.2675,0.98,2.772777713E7,2.822780546E7,2.926993892E7,8344.2,8494.68,8808.29,va,18711,134,10,70,20,34,716.15625,246.81000000000003
2014_wa_kittitas,0,165,51,1,wa,6680.0,6169.0,511.0,0.0765,72.0,0.525,0.475,0.9533,0.0052,0.0172,0.0243,0.1473,0.77,4.88590279E7,4.255347777E7,5.674374178E7,7920.09,6897.95,9198.21,wa,18382,347,16,142,75,114,1887.7162,305.38333333333327
2011_wi_kenosha,0,177,71,1,wi,22616.0,17735.0,4881.0,0.2158,70.0,0.5643,0.4357,0.904,0.0449,0.0367,0.0144,0.2267,0.97,1.6449189196E8,1.5827029863E8,1.6836899675E8,9274.99,8924.18,9493.6,wi,19805,915,53,270,301,291,4620.0454,165.35999999999999
2011_ar_white,0,78,67,1,ar,14087.0,12166.0,1921.0,0.1364,70.0,0.5544,0.4456,0.9621,0.0238,0.0066,0.0075,0.2338,0.95,1.0213268969E8,1.0875469525E8,1.1731803637E8,8394.93,8939.23,9643.11,ar,7370,546,23,148,174,201,7408.4126,289.8222222222222
2010_ct_litchfield,0,154,61,1,ct,32035.0,27951.0,4084.0,0.1275,73.0,0.5681,0.4319,0.959,0.0103,0.0134,0.0173,0.2302,0.97,2.6890779021E8,2.3580251489E8,2.5051402236E8,9620.69,8436.28,8962.61,ct,28142,824,48,285,246,245,2928.008,90.28181818181817
2010_in_marion,0,143,90,1,in,112558.0,90035.0,22523.0,0.2001,71.0,0.5817,0.4183,0.7377,0.2374,0.01,0.0148,0.2416,1.08,9.5229176972E8,9.1025292409E8,8.5115036537E8,10576.91,10109.99,9453.55,in,14192,512,52,141,166,153,3607.666,137.71428571428572
2013_ia_clinton,0,115,70,1,ia,9870.0,8409.0,1461.0,0.148,72.0,0.5511,0.4489,0.9663,0.0177,0.0054,0.0106,0.2034,0.98,7.382537138E7,7.215296005E7,8.154771255E7,8779.33,8580.44,9697.67,ia,12440,368,25,100,91,152,2958.1995,212.28750000000002
